filer_cik,filer_name,filing_date,entity_cik,entity_name,entity_ticker,mention_count,relationships
0001084182,"IMMEDIATEK INC",2009-12-31,1018724,"AMAZON COM INC",AMZN,1,partner
0001043951,"CAMPBELL FUND TRUST",2009-12-31,73124,"NORTHERN TRUST CORP",NTRSO,1,mentioned
0000910467,"CAMPBELL STRATEGIC ALLOCATION FUND LP",2009-12-31,73124,"NORTHERN TRUST CORP",NTRSO,1,mentioned
0001114485,"CAMPBELL ALTERNATIVE ASSET TRUST",2009-12-31,73124,"NORTHERN TRUST CORP",NTRSO,1,mentioned
0000885708,"NUVEEN INVESTMENTS INC",2009-12-31,1381640,"Melco Resorts & Entertainment LTD",MLCO,1,partner
0001092570,"FULLNET COMMUNICATIONS INC",2009-12-31,1092570,"FULLNET COMMUNICATIONS INC",FULO,4,license,mentioned
0000945489,"BELL INDUSTRIES INC /NEW/",2009-12-31,320193,"Apple Inc.",AAPL,2,mentioned,customer
0000945489,"BELL INDUSTRIES INC /NEW/",2009-12-31,789019,"MICROSOFT CORP",MSFT,2,mentioned,supplier
0000945489,"BELL INDUSTRIES INC /NEW/",2009-12-31,1406587,"Forestar Group Inc.",FOR,1,mentioned
0000744825,"AMERICAN SHARED HOSPITAL SERVICES",2009-12-31,2079706,"Mitsubishi Gas Chemical Company, Inc./ADR",MBGCF,1,investment
0000744825,"AMERICAN SHARED HOSPITAL SERVICES",2009-12-31,47710,"HITACHI LTD",HTHIY,1,investment
0000043350,"Energy Inc.",2009-12-31,894671,"OHIO VALLEY BANC CORP",OVBC,2,affiliate
0000043350,"Energy Inc.",2009-12-31,1841675,"Argo Blockchain Plc",ARBKL,2,mentioned
0000043350,"Energy Inc.",2009-12-31,1993004,"NorthWestern Energy Group, Inc.",NWE,1,contract
0001282663,"WORLD FINANCIAL NETWORK CREDIT CARD MASTER NOTE TRUST",2009-12-31,312070,"BARCLAYS BANK PLC",VXX,4,mentioned
0001255895,"ARCH WESTERN RESOURCES LLC",2009-12-31,2488,"ADVANCED MICRO DEVICES INC",AMD,1,mentioned
0001255895,"ARCH WESTERN RESOURCES LLC",2009-12-31,1064728,"PEABODY ENERGY CORP",BTU,1,customer
0001255895,"ARCH WESTERN RESOURCES LLC",2009-12-31,895421,"MORGAN STANLEY",MS-PQ,1,mentioned
0000827230,"MICROFINANCIAL INC",2009-12-31,50471,"ReposiTrak, Inc.",TRAK,1,mentioned
0001031927,"Echo Therapeutics, Inc.",2009-12-31,811809,"BHP Group Ltd",BHP,2,partner,contract
0001031927,"Echo Therapeutics, Inc.",2009-12-31,895419,"WOLFSPEED, INC.",WOLF,1,mentioned
0001366246,"GLU MOBILE INC",2009-12-31,320193,"Apple Inc.",AAPL,12,mentioned,supplier,competitor,supplier-dependency
0001366246,"GLU MOBILE INC",2009-12-31,789019,"MICROSOFT CORP",MSFT,4,mentioned,customer
0001366246,"GLU MOBILE INC",2009-12-31,804328,"QUALCOMM INC/DE",QCOM,1,mentioned
0001393066,"AbitibiBowater Inc.",2009-12-31,106535,"WEYERHAEUSER CO",WY,2,mentioned
0001393066,"AbitibiBowater Inc.",2009-12-31,312070,"BARCLAYS BANK PLC",VXX,1,mentioned
0001393066,"AbitibiBowater Inc.",2009-12-31,1675149,"Alcoa Corp",AA,1,mentioned
0000742161,"FIRST FRANKLIN CORP",2009-12-31,1057379,"HACKETT GROUP, INC.",HCKT,1,contract
0000924168,"ENERGY FOCUS, INC/DE",2009-12-31,2079706,"Mitsubishi Gas Chemical Company, Inc./ADR",MBGCF,3,mentioned,supplier
0000924168,"ENERGY FOCUS, INC/DE",2009-12-31,1737339,"Aurora Mobile Ltd",JG,2,mentioned
0001360214,"TRANSDEL PHARMACEUTICALS INC",2009-12-31,793524,"RESEARCH FRONTIERS INC",REFR,2,contract
0001360214,"TRANSDEL PHARMACEUTICALS INC",2009-12-31,81023,"PUBLIC SERVICE CO OF NEW MEXICO",PNMXO,1,acquisition
0001285819,"OMEROS CORP",2009-12-31,1285819,"OMEROS CORP",OMER,3,affiliate,contract,acquisition
0001285819,"OMEROS CORP",2009-12-31,789019,"MICROSOFT CORP",MSFT,1,acquisition
0001285819,"OMEROS CORP",2009-12-31,1035443,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",ARE,1,contract
0001272597,"Graymark Healthcare, Inc.",2009-12-31,1827401,"BRIGHT MINDS BIOSCIENCES INC.",DRUG,2,contract
0001083522,"JONES SODA CO",2009-12-31,1083522,"JONES SODA CO",JSDA,17,mentioned,affiliate
0001083522,"JONES SODA CO",2009-12-31,69891,"NATIONAL BEVERAGE CORP",FIZZ,4,mentioned,divestiture,contract
0001083522,"JONES SODA CO",2009-12-31,2079706,"Mitsubishi Gas Chemical Company, Inc./ADR",MBGCF,3,supplier,mentioned
0001083522,"JONES SODA CO",2009-12-31,785956,"J&J SNACK FOODS CORP",JJSF,1,license
0001083522,"JONES SODA CO",2009-12-31,27419,"TARGET CORP",TGT,1,mentioned
0001083522,"JONES SODA CO",2009-12-31,320193,"Apple Inc.",AAPL,1,mentioned
0001095315,"PFSWEB INC",2009-12-31,1828937,"Finance of America Companies Inc.",FOACW,5,supplier
0001095315,"PFSWEB INC",2009-12-31,789019,"MICROSOFT CORP",MSFT,4,customer,mentioned,acquisition,affiliate
0001095315,"PFSWEB INC",2009-12-31,320193,"Apple Inc.",AAPL,2,supplier
0001095315,"PFSWEB INC",2009-12-31,51143,"INTERNATIONAL BUSINESS MACHINES CORP",IBM,1,supplier-dependency
0000008855,"AMERICAN LOCKER GROUP INC",2009-12-31,740806,"F&M BANK CORP",FMBM,4,mentioned
0000018498,"GENESCO INC",2010-01-30,94845,"LEVI STRAUSS & CO",LEVI,9,license,supplier
0000018498,"GENESCO INC",2010-01-30,1144980,"ASBURY AUTOMOTIVE GROUP INC",ABG,1,mentioned
0001396709,"Western Dubuque Biodiesel, LLC",2009-12-31,7084,"Archer-Daniels-Midland Co",ADM,3,competitor,contract
0001396709,"Western Dubuque Biodiesel, LLC",2009-12-31,352541,"ALLIANT ENERGY CORP",LNT,2,supplier,contract
0001396709,"Western Dubuque Biodiesel, LLC",2009-12-31,1868275,"Constellation Energy Corp",CEG,1,contract
0000094784,"ALSERES PHARMACEUTICALS INC /DE",2009-12-31,200406,"JOHNSON & JOHNSON",JNJ,1,contract
0001335190,"MAGNUM HUNTER RESOURCES CORP",2009-12-31,37996,"FORD MOTOR CO",F-PB,11,mentioned,acquisition,supplier
0001335190,"MAGNUM HUNTER RESOURCES CORP",2009-12-31,927971,"BANK OF MONTREAL /CAN/",CARU,4,contract,mentioned
0001335190,"MAGNUM HUNTER RESOURCES CORP",2009-12-31,924719,"SMITH MIDLAND CORP",SMID,4,contract
0001063197,"TORVEC INC",2009-12-31,37996,"FORD MOTOR CO",F-PB,6,mentioned,acquisition
0001063197,"TORVEC INC",2009-12-31,1318605,"Tesla, Inc.",TSLA,2,mentioned
0001063197,"TORVEC INC",2009-12-31,1022321,"GENESIS ENERGY LP",GEL,1,mentioned
0001063197,"TORVEC INC",2009-12-31,1166691,"COMCAST CORP",CMCSA,1,mentioned
0001063197,"TORVEC INC",2009-12-31,2079706,"Mitsubishi Gas Chemical Company, Inc./ADR",MBGCF,1,partner
0001324759,"Cereplast Inc",2009-12-31,12927,"BOEING CO",BA,1,mentioned
0000032198,"EMS TECHNOLOGIES INC",2009-12-31,12927,"BOEING CO",BA,2,competitor,customer
0000032198,"EMS TECHNOLOGIES INC",2009-12-31,936468,"LOCKHEED MARTIN CORP",LMT,1,competitor
0000032198,"EMS TECHNOLOGIES INC",2009-12-31,804328,"QUALCOMM INC/DE",QCOM,1,competitor
0001046788,"HARRIS PREFERRED CAPITAL CORP",2009-12-31,1026214,"FEDERAL HOME LOAN MORTGAGE CORP",FMCCG,2,investment,mentioned
0001046788,"HARRIS PREFERRED CAPITAL CORP",2009-12-31,1732379,"Blue Moon Metals Inc.",BMOOF,1,mentioned
0000771950,"WESTWOOD ONE INC /DE/",2009-12-31,62709,"MARSH & MCLENNAN COMPANIES, INC.",MMC,1,mentioned
0001410056,"GreenHunter Energy, Inc.",2009-12-31,37996,"FORD MOTOR CO",F-PB,1,mentioned
0000924642,"DIGITAL ANGEL CORP",2009-12-31,12927,"BOEING CO",BA,2,competitor
0000924642,"DIGITAL ANGEL CORP",2009-12-31,68505,"Motorola Solutions, Inc.",MSI,1,supplier
0000940510,"BORDERS GROUP INC",2010-01-30,1018724,"AMAZON COM INC",AMZN,8,contract,mentioned
0001132484,"NETEZZA CORP",2010-01-31,1114446,"UBS AG",HDLB,3,investment,acquisition
0001132484,"NETEZZA CORP",2010-01-31,50863,"INTEL CORP",INTC,1,customer
0001094814,"MANAGEMENT NETWORK GROUP INC",2010-01-02,1453687,"Cartesian Therapeutics, Inc.",RNAC,3,acquisition,mentioned
0001094814,"MANAGEMENT NETWORK GROUP INC",2010-01-02,1114446,"UBS AG",HDLB,2,affiliate
0001094814,"MANAGEMENT NETWORK GROUP INC",2010-01-02,320193,"Apple Inc.",AAPL,1,investment
0000802967,"ASSOCIATED MATERIALS, LLC",2010-01-02,2075068,"Invest Green Acquisition Corp",IGACU,4,investment,partner
0000802967,"ASSOCIATED MATERIALS, LLC",2010-01-02,16868,"CANADIAN NATIONAL RAILWAY CO",CNI,1,partner
0000802967,"ASSOCIATED MATERIALS, LLC",2010-01-02,1737339,"Aurora Mobile Ltd",JG,1,mentioned
0001289559,"AMH HOLDINGS, LLC",2010-01-02,2075068,"Invest Green Acquisition Corp",IGACU,4,investment,supplier,partner
0001289559,"AMH HOLDINGS, LLC",2010-01-02,16868,"CANADIAN NATIONAL RAILWAY CO",CNI,1,partner
0001289559,"AMH HOLDINGS, LLC",2010-01-02,1737339,"Aurora Mobile Ltd",JG,1,mentioned
0000831547,"SPECTRUM PHARMACEUTICALS INC",2009-12-31,55135,"KELLY SERVICES INC",KELYA,6,mentioned
0000831547,"SPECTRUM PHARMACEUTICALS INC",2009-12-31,901832,"ASTRAZENECA PLC",AZN,2,mentioned
0000831547,"SPECTRUM PHARMACEUTICALS INC",2009-12-31,14272,"BRISTOL MYERS SQUIBB CO",BMY,1,mentioned
0000043196,"GRAY TELEVISION INC",2009-12-31,8177,"ATLANTIC AMERICAN CORP",AAME,1,affiliate
0000003952,"ALLIED DEFENSE GROUP INC",2009-12-31,1302215,"HOULIHAN LOKEY, INC.",HLI,1,contract
0000003952,"ALLIED DEFENSE GROUP INC",2009-12-31,1406587,"Forestar Group Inc.",FOR,1,mentioned
0001289701,"Mercantile Bancorp, Inc.",2009-12-31,1042729,"MERCANTILE BANK CORP",MBWM,3,competitor,mentioned
0001026655,"CORE MOLDING TECHNOLOGIES INC",2009-12-31,1026655,"CORE MOLDING TECHNOLOGIES INC",CMT,9,mentioned,supplier-dependency,investment,contract,supplier,acquisition
0001026655,"CORE MOLDING TECHNOLOGIES INC",2009-12-31,1965615,"MAGNA MINING INC.",MGMNF,1,competitor
0001166388,"VERINT SYSTEMS INC",2009-01-31,1166388,"VERINT SYSTEMS INC",VRNT,5,affiliate,mentioned,contract
0001166388,"VERINT SYSTEMS INC",2009-01-31,816761,"TERADATA CORP /DE/",TDC,1,mentioned
0001166388,"VERINT SYSTEMS INC",2009-01-31,1067491,"Infosys Ltd",INFY,1,mentioned
0001320002,"Heritage Financial Group",2009-12-31,936468,"LOCKHEED MARTIN CORP",LMT,1,mentioned
0001320002,"Heritage Financial Group",2009-12-31,37996,"FORD MOTOR CO",F-PB,1,investment
0000315858,"BFC FINANCIAL CORP",2009-12-31,720672,"STIFEL FINANCIAL CORP",SF-PB,3,customer
0000034115,"CLAIRES STORES INC",2010-01-30,1837607,"AEON Biopharma, Inc.",AEON,7,joint-venture,contract
0000034115,"CLAIRES STORES INC",2010-01-30,94845,"LEVI STRAUSS & CO",LEVI,1,mentioned
0001123695,"IMARX THERAPEUTICS INC",2009-12-31,1800,"ABBOTT LABORATORIES",ABT,4,acquisition,supplier
0000100591,"ARGAN INC",2010-01-31,92103,"SOUTHERN CALIFORNIA EDISON Co",SCE-PN,2,supplier
0001036188,"QAD INC",2010-01-31,789019,"MICROSOFT CORP",MSFT,3,mentioned,partner
0001036188,"QAD INC",2010-01-31,312069,"BARCLAYS PLC",BCS,1,affiliate
0000927761,"MYMETICS CORP",2009-12-31,310158,"Merck & Co., Inc.",MRK,1,competitor
0000927761,"MYMETICS CORP",2009-12-31,1652535,"ICHOR HOLDINGS, LTD.",ICHR,1,acquisition
0001422109,"Genesis Fluid Solutions Holdings, Inc.",2009-12-31,1022321,"GENESIS ENERGY LP",GEL,32,mentioned,license,affiliate,acquisition,contract,supplier
0001397183,"Iveda Corp",2009-12-31,1397183,"Iveda Solutions, Inc.",IVDAW,11,mentioned,acquisition,affiliate,contract,customer,partner
0001397183,"Iveda Corp",2009-12-31,91847,"SOURCE CAPITAL /DE/",SOR,1,supplier
0000844887,"DIAMONDHEAD CASINO CORP",2009-12-31,39092,"FRIEDMAN INDUSTRIES INC",FRD,2,mentioned
0000784770,"DPAC TECHNOLOGIES CORP",2009-12-31,944075,"SOCKET MOBILE, INC.",SCKT,2,acquisition
0000784770,"DPAC TECHNOLOGIES CORP",2009-12-31,936468,"LOCKHEED MARTIN CORP",LMT,1,acquisition
0000784770,"DPAC TECHNOLOGIES CORP",2009-12-31,1919847,"Software Effective Solutions, Corp.",SFWJ,1,mentioned
0000784770,"DPAC TECHNOLOGIES CORP",2009-12-31,1562476,"Taylor Morrison Home Corp",TMHC,1,supplier-dependency
0000912263,"TALBOTS INC",2010-01-30,1837607,"AEON Biopharma, Inc.",AEON,9,mentioned,affiliate,contract,license
0000912263,"TALBOTS INC",2010-01-30,1777835,"Perella Weinberg Partners",PWP,3,partner
0000912263,"TALBOTS INC",2010-01-30,2079706,"Mitsubishi Gas Chemical Company, Inc./ADR",MBGCF,2,contract,mentioned
0000912263,"TALBOTS INC",2010-01-30,1687932,"J.Jill, Inc.",JILL,1,mentioned
0000793306,"BLUE DOLPHIN ENERGY CO",2009-12-31,793306,"BLUE DOLPHIN ENERGY CO",BDCO,2,mentioned
0000793306,"BLUE DOLPHIN ENERGY CO",2009-12-31,2079706,"Mitsubishi Gas Chemical Company, Inc./ADR",MBGCF,1,affiliate
0001043222,"CHINAWE COM INC",2009-12-31,1345105,"Copa Holdings, S.A.",CPA,2,mentioned
0001043222,"CHINAWE COM INC",2009-12-31,1419559,"CAM GROUP, INC.",CAMG,2,affiliate,contract
0000869369,"MERIDIAN RESOURCE CORP",2009-12-31,37996,"FORD MOTOR CO",F-PB,2,acquisition,divestiture
0000869369,"MERIDIAN RESOURCE CORP",2009-12-31,1849466,"Texas Community Bancshares, Inc.",TCBS,1,supplier
0000870826,"VALUEVISION MEDIA INC",2010-01-30,40545,"GENERAL ELECTRIC CO",GE,1,affiliate
0000870826,"VALUEVISION MEDIA INC",2010-01-30,1018724,"AMAZON COM INC",AMZN,1,affiliate
0001282224,"DOLPHIN DIGITAL MEDIA INC",2009-12-31,1282224,"Dolphin Entertainment, Inc.",DLPN,6,license
0001282224,"DOLPHIN DIGITAL MEDIA INC",2009-12-31,943535,"WORLD HEALTH ENERGY HOLDINGS, INC.",WHEN,5,mentioned,customer,affiliate
0000853695,"DRI CORP",2009-12-31,940944,"DARDEN RESTAURANTS INC",DRI,6,mentioned,contract
0000853695,"DRI CORP",2009-12-31,1144967,"HDFC BANK LTD",HDB,2,mentioned
0001054579,"HASTINGS ENTERTAINMENT INC",2010-01-31,789019,"MICROSOFT CORP",MSFT,2,mentioned
0001054579,"HASTINGS ENTERTAINMENT INC",2010-01-31,1018724,"AMAZON COM INC",AMZN,2,affiliate,customer
0001054579,"HASTINGS ENTERTAINMENT INC",2010-01-31,764478,"BEST BUY CO INC",BBY,1,mentioned
0000751365,"VIRCO MFG CORPORATION",2010-01-31,751365,"VIRCO MFG CORPORATION",VIRC,2,mentioned
0001008586,"STREAMLINE HEALTH SOLUTIONS INC.",2010-01-31,789019,"MICROSOFT CORP",MSFT,2,mentioned,customer
0001008586,"STREAMLINE HEALTH SOLUTIONS INC.",2010-01-31,1023313,"FORRESTER RESEARCH, INC.",FORR,1,mentioned
0001008586,"STREAMLINE HEALTH SOLUTIONS INC.",2010-01-31,1932393,"GE HealthCare Technologies Inc.",GEHC,1,mentioned
0001400400,"DemandTec, Inc.",2010-02-28,16875,"CANADIAN PACIFIC KANSAS CITY LTD/CN",CP,2,customer,mentioned
0001400400,"DemandTec, Inc.",2010-02-28,1467373,"Accenture plc",ACN,2,supplier,partner
0001400400,"DemandTec, Inc.",2010-02-28,1000184,"SAP SE",SAPGF,2,acquisition
0000005133,"AMERICAN GREETINGS CORP",2010-02-28,27419,"TARGET CORP",TGT,3,customer-concentration
0000005133,"AMERICAN GREETINGS CORP",2010-02-28,825542,"SCOTTS MIRACLE-GRO CO",SMG,1,mentioned
0000005133,"AMERICAN GREETINGS CORP",2010-02-28,887733,"CENTRAL GARDEN & PET CO",CENTA,1,supplier
0000005133,"AMERICAN GREETINGS CORP",2010-02-28,883569,"Fossil Group, Inc.",FOSL,1,supplier
0000005133,"AMERICAN GREETINGS CORP",2010-02-28,63754,"MCCORMICK & CO INC",MKC,1,supplier
0000016918,"CONSTELLATION BRANDS, INC.",2010-02-28,16918,"CONSTELLATION BRANDS, INC.",STZ,3,mentioned
0000927653,"MCKESSON CORP",2010-03-31,2079706,"Mitsubishi Gas Chemical Company, Inc./ADR",MBGCF,1,mentioned
0000927653,"MCKESSON CORP",2010-03-31,50863,"INTEL CORP",INTC,1,mentioned
0000730255,"CalAmp Corp.",2010-02-28,927971,"BANK OF MONTREAL /CAN/",CARU,2,mentioned
0000730255,"CalAmp Corp.",2010-02-28,84748,"ROGERS CORP",ROG,1,supplier
0000730255,"CalAmp Corp.",2010-02-28,1001614,"Riley Exploration Permian, Inc.",REPX,1,mentioned
0001412067,"Oncothyreon Inc.",2009-12-31,882095,"GILEAD SCIENCES, INC.",GILD,1,customer
0000913015,"TOWNSQUARE MEDIA, INC.",2009-12-31,37996,"FORD MOTOR CO",F-PB,4,affiliate,mentioned
0000913015,"TOWNSQUARE MEDIA, INC.",2009-12-31,1499832,"Townsquare Media, Inc.",TSQ,3,license,mentioned
0000356028,"CA, INC.",2010-03-31,804328,"QUALCOMM INC/DE",QCOM,1,supplier
0000796764,"PREMIER EXHIBITIONS, INC.",2010-02-28,23426,"CONNECTICUT LIGHT & POWER CO",CNLPM,1,partner
0000796764,"PREMIER EXHIBITIONS, INC.",2010-02-28,50863,"INTEL CORP",INTC,1,mentioned
0001210618,"Solar Power, Inc.",2009-12-31,803016,"CALIFORNIA FIRST LEASING CORP",CFNB,2,contract,mentioned
0001210618,"Solar Power, Inc.",2009-12-31,50863,"INTEL CORP",INTC,1,mentioned
0001210618,"Solar Power, Inc.",2009-12-31,2079706,"Mitsubishi Gas Chemical Company, Inc./ADR",MBGCF,1,competitor
0000075439,"CytoCore Inc",2009-12-31,1064728,"PEABODY ENERGY CORP",BTU,1,mentioned
0001169561,"COMMVAULT SYSTEMS INC",2010-03-31,789019,"MICROSOFT CORP",MSFT,8,competitor,strategic-partner,supplier,mentioned,partner,customer
0001169561,"COMMVAULT SYSTEMS INC",2010-03-31,1169561,"COMMVAULT SYSTEMS INC",CVLT,3,mentioned,license
0001169561,"COMMVAULT SYSTEMS INC",2010-03-31,1306830,"Celanese Corp",CE,1,mentioned
0000785815,"ROCKY MOUNTAIN CHOCOLATE FACTORY INC",2010-02-28,1616262,"Rocky Mountain Chocolate Factory, Inc.",RMCF,2,mentioned
0001166388,"VERINT SYSTEMS INC",2010-01-31,1166388,"VERINT SYSTEMS INC",VRNT,5,affiliate,mentioned,contract
0001166388,"VERINT SYSTEMS INC",2010-01-31,816761,"TERADATA CORP /DE/",TDC,1,mentioned
0001166388,"VERINT SYSTEMS INC",2010-01-31,1053092,"CREDIT SUISSE AG",USOI,1,mentioned
0001166388,"VERINT SYSTEMS INC",2010-01-31,1067491,"Infosys Ltd",INFY,1,mentioned
0000918386,"QLOGIC CORP",2010-03-28,50863,"INTEL CORP",INTC,4,supplier
0000918386,"QLOGIC CORP",2010-03-28,1730168,"Broadcom Inc.",AVGO,2,competitor
0000874663,"ALKERMES INC",2010-03-31,895421,"MORGAN STANLEY",MS-PQ,4,mentioned
0000874663,"ALKERMES INC",2010-03-31,927653,"MCKESSON CORP",MCK,1,supplier
0000874663,"ALKERMES INC",2010-03-31,59478,"ELI LILLY & Co",LLY,1,mentioned
0001032067,"MEADE INSTRUMENTS CORP",2010-02-28,1070296,"FIRST CAPITAL INC",FCAP,3,contract,mentioned
0000278166,"CAVCO INDUSTRIES INC",2010-03-31,278166,"CAVCO INDUSTRIES, INC.",CVCO,6,mentioned,divestiture
0000849399,"SYMANTEC CORP",2010-04-02,789019,"MICROSOFT CORP",MSFT,3,customer,acquisition,competitor
0000849399,"SYMANTEC CORP",2010-04-02,1897762,"Ingram Micro Holding Corp",INGM,1,customer-concentration
0000849399,"SYMANTEC CORP",2010-04-02,1318025,"PIMCO Global StocksPLUS & Income Fund",PGP,1,mentioned
0000866374,"FLEXTRONICS INTERNATIONAL LTD.",2010-03-31,789019,"MICROSOFT CORP",MSFT,2,mentioned
0000716314,"GRAHAM CORP",2010-03-31,716314,"GRAHAM CORP",GHM,2,mentioned
0001304280,"Novelis Inc.",2010-03-31,1114446,"UBS AG",HDLB,4,affiliate,mentioned
0001304280,"Novelis Inc.",2010-03-31,37996,"FORD MOTOR CO",F-PB,1,mentioned
0001304280,"Novelis Inc.",2010-03-31,18230,"CATERPILLAR INC",CAT,1,mentioned
0001304280,"Novelis Inc.",2010-03-31,1748790,"Amcor plc",AMCR,1,major-customer
0001304280,"Novelis Inc.",2010-03-31,313807,"BP PLC",BP,1,affiliate
0001304280,"Novelis Inc.",2010-03-31,26172,"CUMMINS INC",CMI,1,mentioned
0000033113,"ENVIRONMENTAL TECTONICS CORP",2010-02-26,789019,"MICROSOFT CORP",MSFT,1,mentioned
0000033113,"ENVIRONMENTAL TECTONICS CORP",2010-02-26,1166691,"COMCAST CORP",CMCSA,1,divestiture
0000859014,"COMPUWARE CORP",2010-03-31,51143,"INTERNATIONAL BUSINESS MACHINES CORP",IBM,2,supplier,mentioned
0000859014,"COMPUWARE CORP",2010-03-31,789019,"MICROSOFT CORP",MSFT,1,mentioned
0000880807,"AMERICAN SUPERCONDUCTOR CORP /DE/",2010-03-31,2079706,"Mitsubishi Gas Chemical Company, Inc./ADR",MBGCF,2,competitor
0000758743,"VIDEO DISPLAY CORP",2010-02-28,743367,"BAR HARBOR BANKSHARES",BHB,2,license
0000758743,"VIDEO DISPLAY CORP",2010-02-28,936468,"LOCKHEED MARTIN CORP",LMT,1,mentioned
0000758743,"VIDEO DISPLAY CORP",2010-02-28,12927,"BOEING CO",BA,1,mentioned
0000849547,"BLACK BOX CORP",2010-03-31,789019,"MICROSOFT CORP",MSFT,1,mentioned
0000797721,"VIASAT INC",2010-04-02,12927,"BOEING CO",BA,2,customer-concentration,customer
0000797721,"VIASAT INC",2010-04-02,40533,"GENERAL DYNAMICS CORP",GD,1,acquisition
0000797721,"VIASAT INC",2010-04-02,936468,"LOCKHEED MARTIN CORP",LMT,1,customer
0000797721,"VIASAT INC",2010-04-02,791963,"OPPENHEIMER HOLDINGS INC",OPY,1,mentioned
0000708818,"QUALITY SYSTEMS INC",2010-03-31,789019,"MICROSOFT CORP",MSFT,3,mentioned,customer
0000708818,"QUALITY SYSTEMS INC",2010-03-31,50863,"INTEL CORP",INTC,1,mentioned
0000929351,"LIONS GATE ENTERTAINMENT CORP /CN/",2010-03-31,1065280,"NETFLIX INC",NFLX,2,mentioned,contract
0000929351,"LIONS GATE ENTERTAINMENT CORP /CN/",2010-03-31,764478,"BEST BUY CO INC",BBY,2,mentioned
0000929351,"LIONS GATE ENTERTAINMENT CORP /CN/",2010-03-31,1018724,"AMAZON COM INC",AMZN,1,mentioned
0000929351,"LIONS GATE ENTERTAINMENT CORP /CN/",2010-03-31,320193,"Apple Inc.",AAPL,1,mentioned
0000929351,"LIONS GATE ENTERTAINMENT CORP /CN/",2010-03-31,789019,"MICROSOFT CORP",MSFT,1,mentioned
0000929351,"LIONS GATE ENTERTAINMENT CORP /CN/",2010-03-31,37996,"FORD MOTOR CO",F-PB,1,mentioned
0000929351,"LIONS GATE ENTERTAINMENT CORP /CN/",2010-03-31,1965615,"MAGNA MINING INC.",MGMNF,1,affiliate
0000772406,"CIRRUS LOGIC INC",2010-03-27,772406,"CIRRUS LOGIC, INC.",CRUS,3,mentioned
0000772406,"CIRRUS LOGIC INC",2010-03-27,320193,"Apple Inc.",AAPL,2,customer-concentration
0000743988,"XILINX INC",2010-04-03,1033767,"UNITED MICROELECTRONICS CORP",UMC,2,mentioned
0000743988,"XILINX INC",2010-04-03,763532,"LSI INDUSTRIES INC",LYTS,2,license
0000743988,"XILINX INC",2010-04-03,50863,"INTEL CORP",INTC,1,mentioned
0000911160,"RF MICRO DEVICES INC",2010-04-03,804328,"QUALCOMM INC/DE",QCOM,1,divestiture
0000813781,"EXIDE TECHNOLOGIES",2010-03-31,1094517,"TOYOTA MOTOR CORP/",TOYOF,2,customer,mentioned
0000813781,"EXIDE TECHNOLOGIES",2010-03-31,37996,"FORD MOTOR CO",F-PB,1,affiliate
0000813781,"EXIDE TECHNOLOGIES",2010-03-31,1737339,"Aurora Mobile Ltd",JG,1,mentioned
0001037038,"POLO RALPH LAUREN CORP",2010-04-03,1037038,"RALPH LAUREN CORP",RL,2,partner,customer
0000924940,"DIAMOND MANAGEMENT & TECHNOLOGY CONSULTANTS, INC.",2010-03-31,789019,"MICROSOFT CORP",MSFT,1,mentioned
0000078749,"AGILYSYS INC",2010-03-31,51143,"INTERNATIONAL BUSINESS MACHINES CORP",IBM,2,supplier,mentioned
0000078749,"AGILYSYS INC",2010-03-31,26058,"CTS CORP",CTS,1,acquisition
0000078749,"AGILYSYS INC",2010-03-31,7536,"ARROW ELECTRONICS, INC.",ARW,1,supplier
0000078749,"AGILYSYS INC",2010-03-31,732712,"VERIZON COMMUNICATIONS INC",VZ,1,customer
0001088162,"MAD CATZ INTERACTIVE INC",2010-03-31,789019,"MICROSOFT CORP",MSFT,8,mentioned,supplier-dependency,license,competitor
0001088162,"MAD CATZ INTERACTIVE INC",2010-03-31,946581,"TAKE TWO INTERACTIVE SOFTWARE INC",TTWO,2,affiliate,customer
0001088162,"MAD CATZ INTERACTIVE INC",2010-03-31,1965615,"MAGNA MINING INC.",MGMNF,1,mentioned
0001088162,"MAD CATZ INTERACTIVE INC",2010-03-31,1018724,"AMAZON COM INC",AMZN,1,customer
0001088162,"MAD CATZ INTERACTIVE INC",2010-03-31,2067016,"HAMA Intelligence Ltd",HAMA,1,mentioned
0000911650,"NAVARRE CORP /MN/",2010-03-31,764478,"BEST BUY CO INC",BBY,1,customer-concentration
0000911650,"NAVARRE CORP /MN/",2010-03-31,40545,"GENERAL ELECTRIC CO",GE,1,supplier
0000945699,"IXYS CORP /DE/",2010-03-31,2079706,"Mitsubishi Gas Chemical Company, Inc./ADR",MBGCF,2,competitor
0000874866,"CORVEL CORP",2010-03-31,874866,"CORVEL CORP",CRVL,8,mentioned
0000912890,"TERREMARK WORLDWIDE INC.",2010-03-31,789019,"MICROSOFT CORP",MSFT,2,supplier,investment
0000912890,"TERREMARK WORLDWIDE INC.",2010-03-31,1443646,"Booz Allen Hamilton Holding Corp",BAH,1,mentioned
0000912890,"TERREMARK WORLDWIDE INC.",2010-03-31,858877,"CISCO SYSTEMS, INC.",CSCO,1,mentioned
0000912890,"TERREMARK WORLDWIDE INC.",2010-03-31,1053092,"CREDIT SUISSE AG",USOI,1,mentioned
